Match Number,Round Number,Date,Location,Home Team,Away Team,Result
4,1,16/08/2024 18:45,Stade Océane,Havre Athletic Club,PSG,1 - 4
3,1,17/08/2024 15:00,Stade Francis-Le Blé,Brest,Olympique de Marseille,1 - 5
7,1,17/08/2024 17:00,Stade Auguste Delaune,Stade DE Reims,Lille,0 - 2
5,1,17/08/2024 19:00,Stade Louis II,Monaco,AS Saint-Étienne,1 - 0
2,1,18/08/2024 13:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Nice,2 - 1
1,1,18/08/2024 15:00,Stade Raymond Kopa,Angers SCO,RC Lens,0 - 1
6,1,18/08/2024 15:00,Stade de la Mosson,Montpellier Hérault SC,RC Strasbourg Alsace,1 - 1
9,1,18/08/2024 15:00,Stadium Municipal,Toulouse FC,FC Nantes,0 - 0
8,1,18/08/2024 18:45,Roazhon Park,Stade Rennais FC,Lyon,3 - 0
16,2,23/08/2024 18:45,Parc des Princes,PSG,Montpellier Hérault SC,6 - 0
12,2,24/08/2024 17:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Angers SCO,2 - 0
17,2,24/08/2024 19:00,Stade Geoffroy-Guichard,AS Saint-Étienne,Havre Athletic Club,0 - 2
13,2,24/08/2024 22:00,Groupama Stadium,Lyon,Monaco,0 - 2
11,2,25/08/2024 13:00,Stade Bollaert-Delelis,RC Lens,Brest,2 - 0
14,2,25/08/2024 15:00,Stade de la Beaujoire,FC Nantes,AJ Auxerre,2 - 0
15,2,25/08/2024 15:00,Allianz Riviera,Nice,Toulouse FC,1 - 1
18,2,25/08/2024 15:00,Stade de la Meinau,RC Strasbourg Alsace,Stade Rennais FC,3 - 1
10,2,25/08/2024 18:45,Orange Vélodrome,Olympique de Marseille,Stade DE Reims,2 - 2
23,3,30/08/2024 18:45,Groupama Stadium,Lyon,RC Strasbourg Alsace,4 - 3
20,3,31/08/2024 15:00,Stade Francis-Le Blé,Brest,AS Saint-Étienne,4 - 0
25,3,31/08/2024 17:00,Stade de la Mosson,Montpellier Hérault SC,FC Nantes,1 - 3
27,3,31/08/2024 19:00,Stadium Municipal,Toulouse FC,Olympique de Marseille,1 - 3
24,3,01/09/2024 13:00,Stade Louis II,Monaco,RC Lens,1 - 1
19,3,01/09/2024 15:00,Stade Raymond Kopa,Angers SCO,Nice,1 - 4
21,3,01/09/2024 15:00,Stade Océane,Havre Athletic Club,AJ Auxerre,3 - 1
26,3,01/09/2024 15:00,Stade Auguste Delaune,Stade DE Reims,Stade Rennais FC,2 - 1
22,3,01/09/2024 18:45,Decathlon Arena Pierre Mauroy Stadium,Lille,PSG,1 - 3
34,4,13/09/2024 18:45,Stade Geoffroy-Guichard,AS Saint-Étienne,Lille,1 - 0
30,4,14/09/2024 15:00,Orange Vélodrome,Olympique de Marseille,Nice,2 - 0
28,4,14/09/2024 17:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Monaco,0 - 3
32,4,14/09/2024 19:00,Parc des Princes,PSG,Brest,3 - 1
33,4,15/09/2024 13:00,Roazhon Park,Stade Rennais FC,Montpellier Hérault SC,3 - 0
31,4,15/09/2024 15:00,Stade de la Beaujoire,FC Nantes,Stade DE Reims,1 - 2
35,4,15/09/2024 15:00,Stade de la Meinau,RC Strasbourg Alsace,Angers SCO,1 - 1
36,4,15/09/2024 15:00,Stadium Municipal,Toulouse FC,Havre Athletic Club,2 - 0
29,4,15/09/2024 18:45,Stade Bollaert-Delelis,RC Lens,Lyon,0 - 0
43,5,20/09/2024 18:45,Allianz Riviera,Nice,AS Saint-Étienne,8 - 0
39,5,21/09/2024 15:00,Decathlon Arena Pierre Mauroy Stadium,Lille,RC Strasbourg Alsace,3 - 3
45,5,21/09/2024 17:00,Roazhon Park,Stade Rennais FC,RC Lens,1 - 1
44,5,21/09/2024 19:00,Stade Auguste Delaune,Stade DE Reims,PSG,1 - 1
41,5,22/09/2024 13:00,Stade Louis II,Monaco,Havre Athletic Club,3 - 1
37,5,22/09/2024 15:00,Stade Raymond Kopa,Angers SCO,FC Nantes,1 - 1
38,5,22/09/2024 15:00,Stade Francis-Le Blé,Brest,Toulouse FC,2 - 0
42,5,22/09/2024 15:00,Stade de la Mosson,Montpellier Hérault SC,AJ Auxerre,3 - 2
40,5,22/09/2024 18:45,Groupama Stadium,Lyon,Olympique de Marseille,2 - 3
47,6,27/09/2024 17:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Brest,3 - 0
52,6,27/09/2024 19:00,Parc des Princes,PSG,Stade Rennais FC,3 - 1
49,6,28/09/2024 15:00,Stade Bollaert-Delelis,RC Lens,Nice,0 - 0
48,6,28/09/2024 17:00,Stade Océane,Havre Athletic Club,Lille,0 - 3
50,6,28/09/2024 19:00,Stade Louis II,Monaco,Montpellier Hérault SC,2 - 1
54,6,29/09/2024 13:00,Stadium Municipal,Toulouse FC,Lyon,1 - 2
46,6,29/09/2024 15:00,Stade Raymond Kopa,Angers SCO,Stade DE Reims,1 - 3
51,6,29/09/2024 15:00,Stade de la Beaujoire,FC Nantes,AS Saint-Étienne,2 - 2
53,6,29/09/2024 18:45,Stade de la Meinau,RC Strasbourg Alsace,Olympique de Marseille,1 - 0
58,7,04/10/2024 18:45,Orange Vélodrome,Olympique de Marseille,Angers SCO,1 - 1
62,7,05/10/2024 15:00,Stade Geoffroy-Guichard,AS Saint-Étienne,AJ Auxerre,3 - 1
56,7,05/10/2024 17:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Toulouse FC,2 - 1
61,7,05/10/2024 19:00,Roazhon Park,Stade Rennais FC,Monaco,1 - 2
57,7,06/10/2024 13:00,Groupama Stadium,Lyon,FC Nantes,2 - 0
55,7,06/10/2024 15:00,Stade Francis-Le Blé,Brest,Havre Athletic Club,2 - 0
60,7,06/10/2024 15:00,Stade Auguste Delaune,Stade DE Reims,Montpellier Hérault SC,4 - 2
63,7,06/10/2024 15:00,Stade de la Meinau,RC Strasbourg Alsace,RC Lens,2 - 2
59,7,06/10/2024 18:45,Allianz Riviera,Nice,PSG,1 - 1
67,8,18/10/2024 18:45,Stade Louis II,Monaco,Lille,0 - 0
65,8,19/10/2024 15:00,Stade Francis-Le Blé,Brest,Stade Rennais FC,1 - 1
71,8,19/10/2024 17:00,Stade Geoffroy-Guichard,AS Saint-Étienne,RC Lens,0 - 2
70,8,19/10/2024 19:00,Parc des Princes,PSG,RC Strasbourg Alsace,4 - 2
66,8,20/10/2024 13:00,Stade Océane,Havre Athletic Club,Lyon,0 - 4
64,8,20/10/2024 15:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Stade DE Reims,2 - 1
69,8,20/10/2024 15:00,Stade de la Beaujoire,FC Nantes,Nice,1 - 1
72,8,20/10/2024 15:00,Stadium Municipal,Toulouse FC,Angers SCO,1 - 1
68,8,20/10/2024 18:45,Stade de la Mosson,Montpellier Hérault SC,Olympique de Marseille,0 - 5
80,9,25/10/2024 18:45,Roazhon Park,Stade Rennais FC,Havre Athletic Club,1 - 0
73,9,26/10/2024 15:00,Stade Raymond Kopa,Angers SCO,AS Saint-Étienne,4 - 2
79,9,26/10/2024 17:00,Stade Auguste Delaune,Stade DE Reims,Brest,1 - 2
74,9,26/10/2024 19:00,Stade Bollaert-Delelis,RC Lens,Lille,0 - 2
75,9,27/10/2024 14:00,Groupama Stadium,Lyon,AJ Auxerre,2 - 2
77,9,27/10/2024 16:00,Stade de la Mosson,Montpellier Hérault SC,Toulouse FC,0 - 3
78,9,27/10/2024 16:00,Allianz Riviera,Nice,Monaco,2 - 1
81,9,27/10/2024 16:00,Stade de la Meinau,RC Strasbourg Alsace,FC Nantes,3 - 1
76,9,27/10/2024 19:45,Orange Vélodrome,Olympique de Marseille,PSG,0 - 3
86,10,01/11/2024 18:00,Stade Louis II,Monaco,Angers SCO,0 - 1
85,10,01/11/2024 20:00,Decathlon Arena Pierre Mauroy Stadium,Lille,Lyon,1 - 1
88,10,02/11/2024 16:00,Parc des Princes,PSG,RC Lens,1 - 0
83,10,02/11/2024 18:00,Stade Francis-Le Blé,Brest,Nice,0 - 1
89,10,02/11/2024 20:00,Stade Geoffroy-Guichard,AS Saint-Étienne,RC Strasbourg Alsace,2 - 0
90,10,03/11/2024 14:00,Stadium Municipal,Toulouse FC,Stade DE Reims,1 - 0
82,10,03/11/2024 16:00,Stade de l'Abbé-Deschamps,AJ Auxerre,Stade Rennais FC,4 - 0
84,10,03/11/2024 16:00,Stade Océane,Havre Athletic Club,Montpellier Hérault SC,1 - 0
87,10,03/11/2024 19:45,Stade de la Beaujoire,FC Nantes,Olympique de Marseille,1 - 2
95,11,08/11/2024 19:45,Orange Vélodrome,Olympique de Marseille,AJ Auxerre,1 - 3
99,11,09/11/2024 16:00,Stade de la Meinau,RC Strasbourg Alsace,Monaco,1 - 3
93,11,09/11/2024 18:00,Stade Bollaert-Delelis,RC Lens,FC Nantes,3 - 2
91,11,09/11/2024 20:00,Stade Raymond Kopa,Angers SCO,PSG,2 - 4
97,11,10/11/2024 14:00,Allianz Riviera,Nice,Lille,2 - 2
92,11,10/11/2024 16:00,Stade Océane,Havre Athletic Club,Stade DE Reims,0 - 3
96,11,10/11/2024 16:00,Stade de la Mosson,Montpellier Hérault SC,Brest,3 - 1
